1;4;35
1;4;34
1;4;33
2;5;33
1;5;32
2;6;32
1;6;31
4;5;31
4;4;31
1;4;30
2;5;30
2;6;30
1;6;29
4;5;29
4;4;29
1;4;28
2;5;28
2;6;28
1;6;27
4;5;27
4;4;27
1;4;26
2;5;26
2;6;26
1;6;25
4;5;25
4;4;25
1;4;24
2;5;24
2;6;24
1;6;23
4;5;23
4;4;23
1;4;22
2;5;22
2;6;22
1;6;21
4;5;21
4;4;21
1;4;20
2;5;20
2;6;20
1;6;19
4;5;19
4;4;19
1;4;18
2;5;18
1;5;17
1;5;16
1;5;15
1;5;14
1;5;13
2;6;13
3;6;14
3;6;15
3;6;16
3;6;17
3;6;18
1;7;15
1;7;14
1;7;13
2;8;13
3;8;14
3;8;15
2;9;15
1;9;14
1;9;13
2;10;13
3;10;14
3;10;15
2;11;15
1;11;14
1;11;13
2;12;13
3;12;14
3;12;15
2;13;15
3;13;16
3;13;17
3;13;18
3;13;19
3;13;20
3;13;21
3;13;22
3;13;23
3;13;24
2;14;24
2;15;24
1;15;23
4;14;23
1;14;22
2;15;22
1;15;21
4;14;21
1;14;20
2;15;20
1;15;19
4;14;19
1;14;18
2;15;18
1;15;17
4;14;17
1;14;16
2;15;16
1;15;15
4;14;15
1;14;14
4;13;14
1;13;13
2;14;13
2;15;13
3;15;14
3;15;25
4;14;25
4;13;25
3;13;26
3;13;27
2;14;27
1;14;26
2;15;26
3;15;27
2;16;27
1;16;26
1;16;25
2;17;25
3;17;26
3;17;27
2;18;27
1;18;26
1;18;25
2;19;25
3;19;26
3;19;27
2;20;27
1;20;26
1;20;25
2;21;25
3;21;26
3;21;27
2;22;27
1;22;26
1;22;25
1;22;24
1;22;23
1;22;22
1;22;21
1;22;20
1;22;19
1;22;18
1;22;17
1;22;16
1;22;15
1;22;14
1;22;13
1;22;12
1;22;11
1;22;10
1;22;9
1;22;8
1;22;7
2;23;7
2;24;7
1;24;6
4;23;6
4;22;6
4;21;6
4;20;6
4;19;6
4;18;6
1;18;5
2;19;5
2;20;5
2;21;5
2;22;5
2;23;5
2;24;5
1;24;4
4;23;4
4;22;4
4;21;4
4;20;4
4;19;4
4;18;4
2;25;4
2;26;4
2;27;4
2;28;4
2;29;4
2;30;4
2;31;4
2;32;4
2;33;4
2;34;4
2;35;4
2;36;4
2;37;4
2;38;4
2;39;4
2;40;4
2;41;4
2;42;4
2;43;4
2;44;4
2;45;4
2;46;4
2;47;4
2;48;4
2;49;4
2;50;4
2;51;4
3;51;5
4;50;5
4;49;5
3;49;6
2;50;6
2;51;6
3;51;7
4;50;7
4;49;7
3;49;8
2;50;8
2;51;8
3;51;9
4;50;9
4;49;9
3;49;10
2;50;10
2;51;10
3;51;11
4;50;11
4;49;11
3;49;12
2;50;12
2;51;12
3;51;13
4;50;13
4;49;13
3;49;14
2;50;14
2;51;14
3;51;15
4;50;15
4;49;15
3;49;16
2;50;16
2;51;16
3;51;17
4;50;17
3;50;18
2;51;18
3;51;19
3;51;20
3;51;21
3;51;22
3;51;23
3;51;24
3;51;25
3;51;26
3;51;27
3;51;28
3;51;29
3;51;30
2;52;30
3;52;31
2;53;31
1;53;30
2;54;30
3;54;31
3;54;32
2;55;32
1;55;31
1;55;30
2;56;30
3;56;31
3;56;32
2;57;32
1;57;31
1;57;30
2;58;30
3;58;31
3;58;32
2;59;32
1;59;31
1;59;30
1;59;29
1;59;28
1;59;27
1;59;26
1;59;25
1;59;24
1;59;23
1;59;22
1;59;21
1;59;20
1;59;19
1;59;18
1;59;17
1;59;16
1;59;15
1;59;14
1;59;13
1;59;12
1;59;11
1;59;10
1;59;9
1;59;8
1;59;7
1;59;6
0;59;6
0;4;36
